city,state,latitude,longitude,parameter,value,unit,date,source
Kochi,Kerala,9.945870585154795,76.30952261045113,pm25,5.0,µg/m³,2023-05-31,OpenAQ/CPCB
Kochi,Kerala,9.890446399652687,76.28975847123073,pm25,5.0,µg/m³,2023-06-30,OpenAQ/CPCB
Kochi,Kerala,9.908046158785499,76.28466719206347,pm25,5.0,µg/m³,2023-07-30,OpenAQ/CPCB
Kochi,Kerala,9.968562045848955,76.23611632939328,pm25,5.0,µg/m³,2023-08-29,OpenAQ/CPCB
Kochi,Kerala,9.953630523985215,76.27318504762727,pm25,5.0,µg/m³,2023-09-28,OpenAQ/CPCB
Kochi,Kerala,9.968147385152454,76.25059643108189,pm25,5.0,µg/m³,2023-10-28,OpenAQ/CPCB
Kochi,Kerala,9.88273337062285,76.31101597632023,pm25,5.0,µg/m³,2023-11-27,OpenAQ/CPCB
Kochi,Kerala,9.892931619944333,76.31725720070179,no2,5.0,µg/m³,2023-01-01,OpenAQ/CPCB
Kochi,Kerala,9.905459318184574,76.27774015340789,no2,5.0,µg/m³,2023-01-31,OpenAQ/CPCB
Kochi,Kerala,9.972712645959357,76.27250792925479,no2,5.0,µg/m³,2023-03-02,OpenAQ/CPCB
Kochi,Kerala,9.919266174437293,76.27066501274163,no2,5.0,µg/m³,2023-04-01,OpenAQ/CPCB
Kochi,Kerala,9.907356162738536,76.26858165400239,no2,5.0,µg/m³,2023-05-01,OpenAQ/CPCB
Kochi,Kerala,9.891060823156549,76.31543184568466,no2,5.0,µg/m³,2023-05-31,OpenAQ/CPCB
Kochi,Kerala,9.965173118156368,76.30873304988975,no2,5.0,µg/m³,2023-06-30,OpenAQ/CPCB
Kochi,Kerala,9.922593017057864,76.27355247274645,no2,5.0,µg/m³,2023-07-30,OpenAQ/CPCB
Kochi,Kerala,9.895792271310256,76.24337741099099,no2,5.0,µg/m³,2023-08-29,OpenAQ/CPCB
Kochi,Kerala,9.93911429260374,76.25905780735552,no2,5.0,µg/m³,2023-09-28,OpenAQ/CPCB
Kochi,Kerala,9.914186528597787,76.25528397747412,no2,5.0,µg/m³,2023-10-28,OpenAQ/CPCB
Kochi,Kerala,9.931130148236933,76.28276079661211,no2,5.0,µg/m³,2023-11-27,OpenAQ/CPCB
Bhubaneswar,Odisha,20.271832675763488,85.85665919396924,pm25,34.69,µg/m³,2023-01-01,OpenAQ/CPCB
Bhubaneswar,Odisha,20.31026944543987,85.82355955825808,pm25,40.95,µg/m³,2023-01-31,OpenAQ/CPCB
Bhubaneswar,Odisha,20.32559755143536,85.79142657108602,pm25,12.89,µg/m³,2023-03-02,OpenAQ/CPCB
Bhubaneswar,Odisha,20.29493163212541,85.86618993896944,pm25,19.71,µg/m³,2023-04-01,OpenAQ/CPCB
Bhubaneswar,Odisha,20.310280946318237,85.78037320515807,pm25,17.51,µg/m³,2023-05-01,OpenAQ/CPCB
Bhubaneswar,Odisha,20.33076973831827,85.86901881112009,pm25,11.23,µg/m³,2023-05-31,OpenAQ/CPCB
Bhubaneswar,Odisha,20.322533884357203,85.81573922224156,pm25,19.07,µg/m³,2023-06-30,OpenAQ/CPCB
Bhubaneswar,Odisha,20.269243339207744,85.84521695637035,pm25,21.22,µg/m³,2023-07-30,OpenAQ/CPCB
Bhubaneswar,Odisha,20.296673291969306,85.81182006926868,pm25,10.92,µg/m³,2023-08-29,OpenAQ/CPCB
Bhubaneswar,Odisha,20.312775472955334,85.83615193610844,pm25,18.44,µg/m³,2023-09-28,OpenAQ/CPCB
Bhubaneswar,Odisha,20.294885438400307,85.77516123569922,pm25,30.21,µg/m³,2023-10-28,OpenAQ/CPCB
Bhubaneswar,Odisha,20.24728509681279,85.82744176468417,pm25,31.73,µg/m³,2023-11-27,OpenAQ/CPCB
Bhubaneswar,Odisha,20.343847934823252,85.77621425976024,no2,14.21,µg/m³,2023-01-01,OpenAQ/CPCB
Bhubaneswar,Odisha,20.31350329521192,85.85511676989475,no2,20.86,µg/m³,2023-01-31,OpenAQ/CPCB
Bhubaneswar,Odisha,20.256801642869448,85.78413138902513,no2,12.25,µg/m³,2023-03-02,OpenAQ/CPCB
Bhubaneswar,Odisha,20.26529320569916,85.82714559854003,no2,7.03,µg/m³,2023-04-01,OpenAQ/CPCB
Bhubaneswar,Odisha,20.272832473667663,85.8141896422498,no2,11.6,µg/m³,2023-05-01,OpenAQ/CPCB
Bhubaneswar,Odisha,20.286702740987387,85.8310002182448,no2,8.57,µg/m³,2023-05-31,OpenAQ/CPCB
Bhubaneswar,Odisha,20.268685725262742,85.84290416254704,no2,12.8,µg/m³,2023-06-30,OpenAQ/CPCB
Bhubaneswar,Odisha,20.311473571955915,85.86032191590212,no2,11.83,µg/m³,2023-07-30,OpenAQ/CPCB
Bhubaneswar,Odisha,20.25545005054271,85.81242640222398,no2,11.22,µg/m³,2023-08-29,OpenAQ/CPCB
Bhubaneswar,Odisha,20.251711493912897,85.77544501726541,no2,9.8,µg/m³,2023-09-28,OpenAQ/CPCB
Bhubaneswar,Odisha,20.296085839311278,85.81789096519717,no2,12.93,µg/m³,2023-10-28,OpenAQ/CPCB
Bhubaneswar,Odisha,20.302685662795103,85.86029603133636,no2,20.5,µg/m³,2023-11-27,OpenAQ/CPCB
Raipur,Chhattisgarh,21.254215918564164,81.5838551757617,pm25,23.58,µg/m³,2023-01-01,OpenAQ/CPCB
Raipur,Chhattisgarh,21.288211689058162,81.66835543070344,pm25,26.4,µg/m³,2023-01-31,OpenAQ/CPCB
Raipur,Chhattisgarh,21.206056197074176,81.58703480599256,pm25,18.23,µg/m³,2023-03-02,OpenAQ/CPCB
Raipur,Chhattisgarh,21.2913311650865,81.6359509864048,pm25,24.31,µg/m³,2023-04-01,OpenAQ/CPCB
Raipur,Chhattisgarh,21.294276636125467,81.61104846932267,pm25,12.26,µg/m³,2023-05-01,OpenAQ/CPCB
Raipur,Chhattisgarh,21.26010361040845,81.65482544698469,pm25,24.8,µg/m³,2023-05-31,OpenAQ/CPCB
Raipur,Chhattisgarh,21.241229602039514,81.58729374914414,pm25,21.44,µg/m³,2023-06-30,OpenAQ/CPCB
Raipur,Chhattisgarh,21.22544721943043,81.66306505600917,pm25,14.01,µg/m³,2023-07-30,OpenAQ/CPCB
Raipur,Chhattisgarh,21.291052576700274,81.61277298396217,pm25,17.07,µg/m³,2023-08-29,OpenAQ/CPCB
Raipur,Chhattisgarh,21.21539505942352,81.67844779579141,pm25,22.02,µg/m³,2023-09-28,OpenAQ/CPCB
Raipur,Chhattisgarh,21.25147928516377,81.6770323327436,pm25,38.86,µg/m³,2023-10-28,OpenAQ/CPCB
Raipur,Chhattisgarh,21.24510882528435,81.66346746576131,pm25,22.57,µg/m³,2023-11-27,OpenAQ/CPCB
Raipur,Chhattisgarh,21.278300565336544,81.67508583969146,no2,16.41,µg/m³,2023-01-01,OpenAQ/CPCB
Raipur,Chhattisgarh,21.278755491613133,81.58256256589452,no2,17.17,µg/m³,2023-01-31,OpenAQ/CPCB
Raipur,Chhattisgarh,21.30065858784508,81.62866034561108,no2,8.61,µg/m³,2023-03-02,OpenAQ/CPCB
Raipur,Chhattisgarh,21.295514284497074,81.62278479462395,no2,9.23,µg/m³,2023-04-01,OpenAQ/CPCB
Raipur,Chhattisgarh,21.26746719075149,81.58816941176367,no2,11.66,µg/m³,2023-05-01,OpenAQ/CPCB
Raipur,Chhattisgarh,21.281205517380275,81.65091085326783,no2,11.2,µg/m³,2023-05-31,OpenAQ/CPCB
Raipur,Chhattisgarh,21.21682209638655,81.65076771547785,no2,7.18,µg/m³,2023-06-30,OpenAQ/CPCB
Raipur,Chhattisgarh,21.27536552889766,81.61126782286814,no2,11.32,µg/m³,2023-07-30,OpenAQ/CPCB
Raipur,Chhattisgarh,21.201919522237002,81.61042674551362,no2,7.36,µg/m³,2023-08-29,OpenAQ/CPCB
Raipur,Chhattisgarh,21.228376644323937,81.59285070044942,no2,9.26,µg/m³,2023-09-28,OpenAQ/CPCB
Raipur,Chhattisgarh,21.246284367702145,81.63507400006088,no2,14.34,µg/m³,2023-10-28,OpenAQ/CPCB
Raipur,Chhattisgarh,21.20402619040133,81.61499142873453,no2,17.32,µg/m³,2023-11-27,OpenAQ/CPCB
Ranchi,Jharkhand,23.35390437977943,85.29204303305724,pm25,39.06,µg/m³,2023-01-01,OpenAQ/CPCB
Ranchi,Jharkhand,23.323284735129633,85.29837995593785,pm25,50.85,µg/m³,2023-01-31,OpenAQ/CPCB
Ranchi,Jharkhand,23.384213604485645,85.35012075743134,pm25,21.51,µg/m³,2023-03-02,OpenAQ/CPCB
Ranchi,Jharkhand,23.351296043074957,85.27655829233923,pm25,41.54,µg/m³,2023-04-01,OpenAQ/CPCB
Ranchi,Jharkhand,23.307984005895943,85.2897131265375,pm25,28.15,µg/m³,2023-05-01,OpenAQ/CPCB
Ranchi,Jharkhand,23.300426715027697,85.30306762692628,pm25,30.67,µg/m³,2023-05-31,OpenAQ/CPCB
Ranchi,Jharkhand,23.342523131393392,85.26729213613952,pm25,29.06,µg/m³,2023-06-30,OpenAQ/CPCB
Ranchi,Jharkhand,23.3187590068347,85.3221033687769,pm25,25.26,µg/m³,2023-07-30,OpenAQ/CPCB
Ranchi,Jharkhand,23.313654822488026,85.2702972367581,pm25,32.93,µg/m³,2023-08-29,OpenAQ/CPCB
Ranchi,Jharkhand,23.38898234623946,85.29282172153117,pm25,26.45,µg/m³,2023-09-28,OpenAQ/CPCB
Ranchi,Jharkhand,23.374507646195738,85.29255417162793,pm25,60.33,µg/m³,2023-10-28,OpenAQ/CPCB
Ranchi,Jharkhand,23.375647547000302,85.34555084671008,pm25,48.82,µg/m³,2023-11-27,OpenAQ/CPCB
Ranchi,Jharkhand,23.307712447157826,85.29166651553751,no2,41.46,µg/m³,2023-01-01,OpenAQ/CPCB
Ranchi,Jharkhand,23.31418514887021,85.29101832811955,no2,40.85,µg/m³,2023-01-31,OpenAQ/CPCB
Ranchi,Jharkhand,23.39097252217467,85.28874481515801,no2,22.91,µg/m³,2023-03-02,OpenAQ/CPCB
Ranchi,Jharkhand,23.343200731289212,85.3171879281625,no2,19.55,µg/m³,2023-04-01,OpenAQ/CPCB
Ranchi,Jharkhand,23.331705530232416,85.34124945154329,no2,13.92,µg/m³,2023-05-01,OpenAQ/CPCB
Ranchi,Jharkhand,23.305488782361202,85.31598505086288,no2,15.79,µg/m³,2023-05-31,OpenAQ/CPCB
Ranchi,Jharkhand,23.348662908545084,85.32777126331301,no2,18.27,µg/m³,2023-06-30,OpenAQ/CPCB
Ranchi,Jharkhand,23.38940046114863,85.30576222228332,no2,17.75,µg/m³,2023-07-30,OpenAQ/CPCB
Ranchi,Jharkhand,23.33794549543089,85.28873312079854,no2,19.72,µg/m³,2023-08-29,OpenAQ/CPCB
Ranchi,Jharkhand,23.375996556800448,85.3391656835996,no2,19.53,µg/m³,2023-09-28,OpenAQ/CPCB
Ranchi,Jharkhand,23.344030321528898,85.32293360396537,no2,28.79,µg/m³,2023-10-28,OpenAQ/CPCB
Ranchi,Jharkhand,23.359966296853234,85.33112363912994,no2,25.04,µg/m³,2023-11-27,OpenAQ/CPCB
Jodhpur,Rajasthan,26.19629651355823,73.0733700614437,pm25,58.37,µg/m³,2023-01-01,OpenAQ/CPCB
Jodhpur,Rajasthan,26.22898050973294,73.02496126430295,pm25,47.5,µg/m³,2023-01-31,OpenAQ/CPCB
Jodhpur,Rajasthan,26.258070886589813,73.02866452033875,pm25,34.99,µg/m³,2023-03-02,OpenAQ/CPCB
Jodhpur,Rajasthan,26.224852949301628,73.06385015153609,pm25,32.46,µg/m³,2023-04-01,OpenAQ/CPCB
Jodhpur,Rajasthan,26.252718036701086,72.9827981934051,pm25,27.51,µg/m³,2023-05-01,OpenAQ/CPCB
Jodhpur,Rajasthan,26.254660164458077,73.00980088194484,pm25,32.04,µg/m³,2023-05-31,OpenAQ/CPCB
Jodhpur,Rajasthan,26.193329669352785,73.07266082059519,pm25,29.66,µg/m³,2023-06-30,OpenAQ/CPCB
Jodhpur,Rajasthan,26.22886177462251,73.04956827777296,pm25,30.25,µg/m³,2023-07-30,OpenAQ/CPCB
Jodhpur,Rajasthan,26.231945554389018,72.97535477727845,pm25,35.87,µg/m³,2023-08-29,OpenAQ/CPCB
Jodhpur,Rajasthan,26.239967624052504,73.02617977668493,pm25,22.09,µg/m³,2023-09-28,OpenAQ/CPCB
Jodhpur,Rajasthan,26.246423539827045,73.01887785515049,pm25,51.05,µg/m³,2023-10-28,OpenAQ/CPCB
Jodhpur,Rajasthan,26.266134223246244,73.033158995654,pm25,44.41,µg/m³,2023-11-27,OpenAQ/CPCB
Jodhpur,Rajasthan,26.223396738759952,72.97675626530257,no2,26.8,µg/m³,2023-01-01,OpenAQ/CPCB
Jodhpur,Rajasthan,26.23049754285257,73.07047278656799,no2,19.09,µg/m³,2023-01-31,OpenAQ/CPCB
Jodhpur,Rajasthan,26.28296761581462,72.98846751768315,no2,10.73,µg/m³,2023-03-02,OpenAQ/CPCB
Jodhpur,Rajasthan,26.23443326352259,72.99498673262083,no2,12.85,µg/m³,2023-04-01,OpenAQ/CPCB
Jodhpur,Rajasthan,26.236516253120918,73.0181165938273,no2,14.7,µg/m³,2023-05-01,OpenAQ/CPCB
Jodhpur,Rajasthan,26.220790947421772,73.00432640831819,no2,17.02,µg/m³,2023-05-31,OpenAQ/CPCB
Jodhpur,Rajasthan,26.20040852666988,73.05921800080469,no2,18.24,µg/m³,2023-06-30,OpenAQ/CPCB
Jodhpur,Rajasthan,26.25661393328909,72.99073540928507,no2,16.49,µg/m³,2023-07-30,OpenAQ/CPCB
Jodhpur,Rajasthan,26.2132912946552,72.99174532328242,no2,20.12,µg/m³,2023-08-29,OpenAQ/CPCB
Jodhpur,Rajasthan,26.244884895248987,73.0701462621734,no2,11.21,µg/m³,2023-09-28,OpenAQ/CPCB
Jodhpur,Rajasthan,26.229404743628027,72.99274517751513,no2,21.57,µg/m³,2023-10-28,OpenAQ/CPCB
Jodhpur,Rajasthan,26.23211344524293,72.97721922743423,no2,29.53,µg/m³,2023-11-27,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.188032443578223,78.19202031583603,pm25,52.17,µg/m³,2023-01-01,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.238773561595973,78.15337844793673,pm25,44.27,µg/m³,2023-01-31,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.249172978863125,78.13905637514692,pm25,31.67,µg/m³,2023-03-02,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.25549793300099,78.15149598356321,pm25,19.01,µg/m³,2023-04-01,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.214055042220618,78.15903533954524,pm25,23.37,µg/m³,2023-05-01,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.22107150196278,78.19671085856662,pm25,33.82,µg/m³,2023-05-31,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.2294308421139,78.19150047145652,pm25,28.65,µg/m³,2023-06-30,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.252851780266955,78.19453626793364,pm25,23.8,µg/m³,2023-07-30,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.2388988360946,78.16254448346993,pm25,32.87,µg/m³,2023-08-29,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.1767751968623,78.14619477696507,pm25,28.99,µg/m³,2023-09-28,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.19883800025355,78.15110445183315,pm25,34.78,µg/m³,2023-10-28,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.219382486948714,78.17462391062112,pm25,54.94,µg/m³,2023-11-27,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.20667099628377,78.15137536992928,no2,19.71,µg/m³,2023-01-01,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.237643292652933,78.19732600950799,no2,29.4,µg/m³,2023-01-31,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.223791257583247,78.18176420261922,no2,20.27,µg/m³,2023-03-02,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.199758001466083,78.17790009707467,no2,10.98,µg/m³,2023-04-01,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.204203917217136,78.13375834395633,no2,10.04,µg/m³,2023-05-01,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.249821594065384,78.2291829089415,no2,10.94,µg/m³,2023-05-31,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.217796984786638,78.201269667056,no2,14.93,µg/m³,2023-06-30,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.25228918021012,78.18166995119397,no2,13.95,µg/m³,2023-07-30,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.1713860705643,78.20890566185454,no2,10.35,µg/m³,2023-08-29,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.195785291827352,78.18656086182048,no2,12.62,µg/m³,2023-09-28,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.214032138727344,78.20705182519298,no2,20.3,µg/m³,2023-10-28,OpenAQ/CPCB
Gwalior,Madhya Pradesh,26.223272618453805,78.1441210995292,no2,31.94,µg/m³,2023-11-27,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.2090113027864,80.01872828079976,pm25,28.16,µg/m³,2023-01-01,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.213761092779627,79.94056105222703,pm25,35.36,µg/m³,2023-01-31,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.186135327472197,80.03537757278767,pm25,25.21,µg/m³,2023-03-02,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.214507071654253,80.01153454947438,pm25,15.46,µg/m³,2023-04-01,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.231431266927892,79.98137323428304,pm25,18.55,µg/m³,2023-05-01,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.213172858511644,79.98030699033833,pm25,19.35,µg/m³,2023-05-31,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.209063164988077,79.96009460553667,pm25,29.56,µg/m³,2023-06-30,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.19029238969768,79.9714630841114,pm25,26.66,µg/m³,2023-07-30,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.194777063092715,79.95299816176903,pm25,25.08,µg/m³,2023-08-29,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.152161965618678,79.95709427207518,pm25,16.04,µg/m³,2023-09-28,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.166581547895284,79.96450850187902,pm25,26.6,µg/m³,2023-10-28,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.16386536158547,80.00680537617552,pm25,40.25,µg/m³,2023-11-27,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.158234306627808,80.02220168449463,no2,18.42,µg/m³,2023-01-01,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.19942993159233,79.94592251638144,no2,29.43,µg/m³,2023-01-31,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.21006910482913,80.02827687118298,no2,16.15,µg/m³,2023-03-02,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.218204759043378,79.94908881686139,no2,16.41,µg/m³,2023-04-01,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.156467724193813,80.00753948488392,no2,15.3,µg/m³,2023-05-01,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.207647358747984,80.00402345537,no2,14.97,µg/m³,2023-05-31,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.189242552930416,79.96327171520875,no2,11.99,µg/m³,2023-06-30,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.176699172255038,79.99976277633503,no2,11.33,µg/m³,2023-07-30,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.14080947840426,79.98796134720877,no2,15.42,µg/m³,2023-08-29,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.225133611408857,79.97330711740754,no2,10.13,µg/m³,2023-09-28,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.164228928016094,79.9366473085142,no2,28.87,µg/m³,2023-10-28,OpenAQ/CPCB
Jabalpur,Madhya Pradesh,23.204772402653948,80.00949319374871,no2,26.09,µg/m³,2023-11-27,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.452214382083184,81.8321222729341,pm25,62.24,µg/m³,2023-01-01,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.439242446438758,81.81808299350152,pm25,43.8,µg/m³,2023-01-31,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.406985146640775,81.82315368383144,pm25,33.83,µg/m³,2023-03-02,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.419575515517078,81.8540933640261,pm25,44.17,µg/m³,2023-04-01,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.43433379040085,81.83067396205526,pm25,37.37,µg/m³,2023-05-01,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.39064092611517,81.80625747419163,pm25,40.39,µg/m³,2023-05-31,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.43175817626736,81.80872371792304,pm25,43.02,µg/m³,2023-06-30,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.42992859488764,81.7963675931512,pm25,44.93,µg/m³,2023-07-30,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.40603182063974,81.86515918819116,pm25,47.53,µg/m³,2023-08-29,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.450799719934064,81.81219774629058,pm25,26.11,µg/m³,2023-09-28,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.41320194580953,81.86175879644188,pm25,84.38,µg/m³,2023-10-28,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.422984376764678,81.88668002688357,pm25,52.53,µg/m³,2023-11-27,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.425434156693225,81.82685092448442,no2,26.98,µg/m³,2023-01-01,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.40921438414844,81.86184852283836,no2,40.83,µg/m³,2023-01-31,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.385908630369173,81.84398067082608,no2,22.74,µg/m³,2023-03-02,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.40841908614594,81.86429827251216,no2,14.52,µg/m³,2023-04-01,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.455359710728807,81.87801090269133,no2,12.74,µg/m³,2023-05-01,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.428031393377506,81.80951751510925,no2,26.84,µg/m³,2023-05-31,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.424106992567577,81.8693763381764,no2,13.63,µg/m³,2023-06-30,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.41713514774409,81.88439889949802,no2,14.08,µg/m³,2023-07-30,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.46314604836506,81.8716157800991,no2,14.58,µg/m³,2023-08-29,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.485094015524638,81.81058530668349,no2,14.52,µg/m³,2023-09-28,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.3866474741953,81.86130202131578,no2,36.45,µg/m³,2023-10-28,OpenAQ/CPCB
Allahabad,Uttar Pradesh,25.458043202636432,81.8591080038341,no2,34.1,µg/m³,2023-11-27,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.074870989435965,74.81595661698758,pm25,53.39,µg/m³,2023-01-01,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.0423688033466,74.75734651124777,pm25,90.25,µg/m³,2023-01-31,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.09265739177615,74.78570319093431,pm25,47.03,µg/m³,2023-03-02,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.065150366818216,74.76128301888093,pm25,53.13,µg/m³,2023-04-01,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.042124871599796,74.80263966317848,pm25,33.29,µg/m³,2023-05-01,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.094459309891555,74.82519696525134,pm25,42.63,µg/m³,2023-05-31,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.118489210444,74.81314053700852,pm25,45.24,µg/m³,2023-06-30,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.08547491277972,74.79825225661148,pm25,34.01,µg/m³,2023-07-30,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.06325420512421,74.75275691310154,pm25,46.9,µg/m³,2023-08-29,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.129167151134716,74.79678877199433,pm25,51.24,µg/m³,2023-09-28,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.083658254127265,74.80669297681378,pm25,51.38,µg/m³,2023-10-28,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.131469694784336,74.84598825328433,pm25,73.0,µg/m³,2023-11-27,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.04689828807327,74.83338140039368,no2,52.28,µg/m³,2023-01-01,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.07024124628481,74.81559420490025,no2,41.71,µg/m³,2023-01-31,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.129145298394086,74.82433670492247,no2,26.3,µg/m³,2023-03-02,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.04045325692728,74.77351852771622,no2,14.32,µg/m³,2023-04-01,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.03974688595882,74.82622899989931,no2,14.69,µg/m³,2023-05-01,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.09655706960606,74.79740489655072,no2,22.18,µg/m³,2023-05-31,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.10388106386235,74.75554278119247,no2,20.72,µg/m³,2023-06-30,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.095304705566676,74.77504677357346,no2,22.66,µg/m³,2023-07-30,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.084830469829534,74.76761974939579,no2,19.02,µg/m³,2023-08-29,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.08733901728895,74.78637315029684,no2,27.02,µg/m³,2023-09-28,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.11715264691848,74.81540556847092,no2,43.62,µg/m³,2023-10-28,OpenAQ/CPCB
Srinagar,Jammu & Kashmir,34.10356758816055,74.82029583774316,no2,27.2,µg/m³,2023-11-27,OpenAQ/CPCB
Jammu,Jammu & Kashmir,32.682390594402314,74.81562127983915,pm25,84.51,µg/m³,2023-01-01,OpenAQ/CPCB
Jammu,Jammu & Kashmir,32.72193718422971,74.86788324044274,pm25,64.28,µg/m³,2023-01-31,OpenAQ/CPCB
Jammu,Jammu & Kashmir,32.750769350905756,74.88106581802342,pm25,32.3,µg/m³,2023-03-02,OpenAQ/CPCB
Jammu,Jammu & Kashmir,32.74739006071181,74.87714996112238,pm25,27.12,µg/m³,2023-04-01,OpenAQ/CPCB
Jammu,Jammu & Kashmir,32.77190162017547,74.85930053627284,pm25,28.33,µg/m³,2023-05-01,OpenAQ/CPCB
Jammu,Jammu & Kashmir,32.748676551809346,74.82369629541924,pm25,45.22,µg/m³,2023-05-31,OpenAQ/CPCB
Jammu,Jammu & Kashmir,32.7547123979937,74.83387644864092,pm25,27.32,µg/m³,2023-06-30,OpenAQ/CPCB
Jammu,Jammu & Kashmir,32.75374302904896,74.80993562511728,pm25,48.04,µg/m³,2023-07-30,OpenAQ/CPCB
Jammu,Jammu & Kashmir,32.703798059502134,74.81338719891231,pm25,45.87,µg/m³,2023-08-29,OpenAQ/CPCB
Jammu,Jammu & Kashmir,32.73426516747141,74.81470700312863,pm25,43.29,µg/m³,2023-09-28,OpenAQ/CPCB
